#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
2096000      5.49e-01    2.16e-01      3.34e-02    2.76e-02      1.15e-01    3.95e-02    2.0e-05
2097000      2.37e-01    4.32e-01      1.63e-02    6.89e-02      4.78e-02    7.95e-02    2.0e-05
2098000      2.97e-01    9.21e-01      2.43e-02    1.84e-03      5.71e-02    1.99e-01    2.0e-05
2099000      1.87e-01    2.45e-01      1.54e-02    1.28e-02      3.55e-02    5.17e-02    2.0e-05
2100000      4.08e-01    3.10e-01      1.80e-02    1.43e-02      8.48e-02    6.57e-02    2.0e-05
2101000      6.37e-01    9.48e-02      1.65e-01    2.73e-03      1.07e-01    2.00e-02    2.0e-05
2102000      2.77e-01    8.62e-02      1.63e-02    3.48e-04      5.73e-02    1.87e-02    2.0e-05
2103000      2.18e-01    1.69e-01      1.43e-02    1.98e-03      4.54e-02    3.65e-02    2.0e-05
2104000      3.41e-01    2.79e-01      1.92e-02    5.13e-03      6.75e-02    5.99e-02    2.0e-05
2105000      3.25e-01    1.72e-01      1.98e-02    6.52e-03      6.89e-02    3.57e-02    2.0e-05
2106000      1.41e-01    1.33e-01      1.57e-02    6.58e-03      2.85e-02    2.66e-02    2.0e-05
2107000      3.15e-01    9.28e-01      4.70e-02    4.89e-02      5.88e-02    2.01e-01    2.0e-05
2108000      3.46e-01    2.24e+00      1.12e-02    1.69e-01      7.37e-02    4.83e-01    2.0e-05
2109000      4.64e-01    2.01e-01      1.21e-01    5.68e-04      6.88e-02    4.39e-02    2.0e-05
2110000      1.39e-01    1.81e-01      4.81e-03    5.08e-03      3.00e-02    3.93e-02    2.0e-05
2111000      4.41e-01    2.76e-01      5.07e-02    1.89e-02      8.40e-02    5.67e-02    2.0e-05
2112000      2.98e-01    1.17e-01      1.57e-02    1.69e-03      6.22e-02    2.55e-02    2.0e-05
2113000      1.72e-01    2.46e-01      1.47e-02    4.64e-04      3.33e-02    5.38e-02    2.0e-05
2114000      4.17e-01    8.23e-01      1.13e-01    1.83e-02      6.95e-02    1.80e-01    2.0e-05
2115000      5.20e-01    1.06e-01      7.57e-02    2.47e-04      1.04e-01    2.34e-02    2.0e-05
2116000      2.15e-01    1.19e-01      1.66e-02    9.02e-03      4.44e-02    2.05e-02    2.0e-05
2117000      1.71e-01    1.83e-01      1.74e-02    9.37e-03      3.51e-02    3.64e-02    2.0e-05
2118000      1.97e-01    6.91e-01      6.75e-03    1.03e-01      4.29e-02    1.40e-01    2.0e-05
2119000      1.87e-01    2.88e-01      5.95e-03    5.98e-03      4.00e-02    6.30e-02    2.0e-05
2120000      1.79e-01    2.36e+00      5.41e-03    9.14e-02      3.74e-02    5.20e-01    1.9e-05
2121000      2.42e-01    2.54e-01      2.33e-02    4.32e-03      5.00e-02    5.56e-02    1.9e-05
2122000      5.63e-01    2.18e-01      6.34e-02    1.13e-02      1.13e-01    4.36e-02    1.9e-05
2123000      2.21e-01    2.50e-01      2.62e-02    2.75e-02      3.91e-02    4.91e-02    1.9e-05
2124000      3.51e-01    1.74e-01      3.28e-02    5.51e-04      6.55e-02    3.85e-02    1.9e-05
2125000      3.34e-01    7.66e-01      4.03e-02    1.95e-01      6.26e-02    1.20e-01    1.9e-05
2126000      1.55e-01    3.19e-01      1.81e-02    1.14e-02      3.10e-02    6.97e-02    1.9e-05
2127000      2.58e-01    3.86e-01      9.54e-03    3.89e-02      5.44e-02    7.47e-02    1.9e-05
2128000      3.30e-01    7.24e-01      1.45e-02    2.82e-02      7.20e-02    1.60e-01    1.9e-05
2129000      2.73e-01    8.78e-02      1.87e-02    5.39e-04      5.75e-02    1.95e-02    1.9e-05
2130000      3.13e-01    1.05e-01      4.12e-02    4.88e-04      5.43e-02    2.34e-02    1.9e-05
2131000      2.78e-01    3.81e-01      1.20e-02    2.18e-02      5.84e-02    8.34e-02    1.9e-05
2132000      3.52e-01    1.90e-01      5.39e-02    3.40e-02      6.30e-02    2.48e-02    1.9e-05
2133000      6.17e-01    2.13e-01      1.08e-01    2.23e-02      1.22e-01    4.24e-02    1.9e-05
2134000      5.85e-01    7.19e-01      1.13e-01    1.60e-01      1.13e-01    1.40e-01    1.9e-05
2135000      6.56e-01    1.03e-01      4.96e-02    8.84e-04      1.43e-01    2.30e-02    1.9e-05
2136000      5.89e-01    8.27e-02      4.10e-02    5.53e-04      1.20e-01    1.85e-02    1.9e-05
2137000      2.67e-01    2.00e-01      1.73e-02    5.51e-03      5.70e-02    4.42e-02    1.9e-05
2138000      2.82e-01    8.24e-02      2.05e-02    4.48e-06      6.13e-02    1.85e-02    1.9e-05
2139000      2.27e-01    7.88e-02      1.81e-02    8.98e-04      4.86e-02    1.76e-02    1.9e-05
2140000      2.35e-01    1.37e-01      1.07e-02    1.05e-03      5.16e-02    3.08e-02    1.9e-05
2141000      4.19e-01    5.33e-01      1.27e-02    3.76e-02      9.33e-02    1.17e-01    1.9e-05
2142000      7.14e-01    1.75e-01      1.70e-02    2.62e-02      1.59e-01    2.78e-02    1.9e-05
2143000      1.92e-01    4.33e-01      8.85e-03    2.15e-02      4.22e-02    9.61e-02    1.9e-05
2144000      2.84e-01    1.12e-01      1.03e-02    1.21e-03      6.13e-02    2.50e-02    1.9e-05
2145000      2.31e-01    3.07e-01      2.60e-02    1.53e-02      4.74e-02    6.72e-02    1.9e-05
2146000      3.28e-01    8.76e-02      4.88e-02    3.12e-04      6.34e-02    1.98e-02    1.9e-05
2147000      7.06e-01    1.71e-01      8.31e-02    1.41e-03      1.45e-01    3.85e-02    1.9e-05
2148000      1.52e-01    1.08e-01      7.54e-03    2.10e-04      3.25e-02    2.44e-02    1.9e-05
2149000      3.94e-01    2.80e-01      3.65e-02    3.58e-03      7.55e-02    6.29e-02    1.9e-05
2150000      2.04e-01    2.07e-01      6.62e-03    1.39e-02      4.34e-02    3.89e-02    1.8e-05
2151000      2.66e-01    7.41e-01      2.01e-02    1.15e-01      5.21e-02    1.49e-01    1.8e-05
2152000      1.51e-01    1.58e-01      5.03e-03    1.19e-02      3.26e-02    3.34e-02    1.8e-05
2153000      5.66e-01    2.67e-01      4.76e-02    4.09e-03      1.24e-01    6.04e-02    1.8e-05
2154000      5.76e-01    8.61e-01      9.82e-02    6.20e-02      1.11e-01    1.92e-01    1.8e-05
2155000      2.00e-01    1.83e-01      4.70e-03    1.21e-03      4.50e-02    4.18e-02    1.8e-05
2156000      2.53e-01    1.17e-01      1.33e-02    3.41e-03      5.60e-02    2.59e-02    1.8e-05
2157000      2.43e-01    2.23e-01      2.18e-02    4.53e-03      5.13e-02    5.06e-02    1.8e-05
2158000      4.72e-01    9.56e-02      7.34e-02    3.43e-03      8.99e-02    2.08e-02    1.8e-05
2159000      6.04e-01    1.20e-01      1.02e-01    3.76e-03      1.12e-01    2.64e-02    1.8e-05
2160000      1.46e-01    1.53e-01      3.90e-03    6.65e-03      3.30e-02    3.28e-02    1.8e-05
2161000      2.36e-01    1.07e-01      1.83e-02    3.17e-02      4.94e-02    1.99e-02    1.8e-05
2162000      4.60e-01    2.03e-01      3.18e-02    1.54e-03      9.74e-02    4.63e-02    1.8e-05
2163000      3.92e-01    1.21e-01      1.33e-02    1.10e-03      8.83e-02    2.76e-02    1.8e-05
2164000      2.70e-01    4.97e-01      1.83e-02    7.64e-02      5.47e-02    1.03e-01    1.8e-05
2165000      1.65e-01    1.80e-01      1.51e-02    5.55e-04      3.42e-02    4.13e-02    1.8e-05
2166000      2.13e-01    1.82e-01      3.74e-02    1.45e-02      3.51e-02    3.92e-02    1.8e-05
2167000      3.80e-01    2.33e-01      2.94e-02    9.68e-04      7.94e-02    5.36e-02    1.8e-05
2168000      3.58e-01    7.19e-01      2.43e-02    2.94e-02      7.23e-02    1.64e-01    1.8e-05
2169000      5.21e-01    1.07e-01      1.52e-02    2.16e-03      1.16e-01    2.42e-02    1.8e-05
2170000      1.47e-01    1.40e-01      7.01e-03    2.93e-02      3.20e-02    1.02e-02    1.8e-05
2171000      2.48e-01    9.36e-02      4.57e-03    8.10e-04      5.68e-02    2.16e-02    1.8e-05
2172000      2.35e-01    1.05e-01      6.76e-03    3.41e-05      5.39e-02    2.44e-02    1.8e-05
2173000      2.99e-01    8.81e-02      2.13e-02    2.13e-03      6.71e-02    2.00e-02    1.8e-05
2174000      3.37e-01    1.13e-01      3.82e-02    5.99e-03      6.30e-02    2.37e-02    1.8e-05
2175000      2.45e-01    3.04e-01      1.57e-02    1.51e-02      5.35e-02    6.40e-02    1.8e-05
2176000      3.22e-01    3.88e-01      1.19e-02    2.24e-03      7.28e-02    8.99e-02    1.8e-05
2177000      4.00e-01    4.15e-01      6.32e-02    1.19e-02      7.42e-02    9.35e-02    1.8e-05
2178000      3.31e-01    5.50e-01      2.22e-02    3.97e-02      7.35e-02    1.20e-01    1.8e-05
2179000      2.14e-01    2.45e-01      9.63e-03    3.91e-04      4.69e-02    5.69e-02    1.8e-05
2180000      2.31e-01    2.63e-01      2.40e-02    2.11e-02      4.85e-02    5.69e-02    1.7e-05
2181000      3.42e-01    2.48e-01      3.00e-02    1.03e-03      7.10e-02    5.77e-02    1.7e-05
2182000      2.08e-01    4.11e-01      1.64e-02    1.44e-03      4.43e-02    9.58e-02    1.7e-05
2183000      3.01e-01    9.99e-02      3.32e-02    4.44e-03      6.30e-02    2.18e-02    1.7e-05
2184000      3.27e-01    8.60e-01      2.70e-02    8.52e-02      7.00e-02    1.95e-01    1.7e-05
2185000      2.13e-01    4.57e-01      1.06e-02    5.11e-02      4.68e-02    1.01e-01    1.7e-05
2186000      3.28e-01    2.88e-01      1.69e-02    5.07e-02      7.51e-02    4.37e-02    1.7e-05
2187000      3.34e-01    7.15e-02      3.84e-02    1.70e-03      6.58e-02    1.64e-02    1.7e-05
2188000      3.23e-01    9.09e-02      4.79e-02    1.50e-03      5.92e-02    2.11e-02    1.7e-05
2189000      2.98e-01    6.39e-01      6.33e-02    1.36e-01      4.19e-02    1.07e-01    1.7e-05
2190000      5.40e-01    1.81e-01      4.85e-02    4.64e-03      1.12e-01    4.23e-02    1.7e-05
2191000      3.25e-01    1.42e-01      2.29e-02    2.53e-03      7.17e-02    3.31e-02    1.7e-05
2192000      2.35e-01    2.19e-01      3.59e-02    1.37e-02      4.41e-02    4.42e-02    1.7e-05
2193000      2.51e-01    8.48e-02      3.36e-02    3.77e-03      4.92e-02    1.86e-02    1.7e-05
2194000      1.87e-01    3.24e-01      6.08e-03    2.72e-03      4.32e-02    7.59e-02    1.7e-05
2195000      1.04e+00    2.09e-01      1.11e-01    3.16e-02      2.19e-01    3.80e-02    1.7e-05
2196000      4.22e-01    1.96e-01      3.69e-02    6.95e-03      9.46e-02    4.42e-02    1.7e-05
2197000      2.19e-01    9.40e-02      7.47e-03    1.46e-03      5.09e-02    2.20e-02    1.7e-05
2198000      5.00e-01    1.47e-01      3.45e-02    3.54e-03      1.14e-01    3.39e-02    1.7e-05
2199000      8.03e-01    1.43e-01      8.78e-03    1.35e-03      1.89e-01    3.38e-02    1.7e-05
2200000      4.04e-01    7.49e-02      5.05e-02    1.87e-03      8.70e-02    1.74e-02    1.7e-05
2201000      2.02e-01    1.84e-01      1.58e-02    1.20e-02      4.36e-02    3.68e-02    1.7e-05
2202000      2.77e-01    4.00e-01      2.55e-02    2.66e-04      5.87e-02    9.48e-02    1.7e-05
2203000      1.51e-01    2.51e-01      8.53e-03    1.51e-01      3.41e-02    3.21e-02    1.7e-05
2204000      2.18e+00    6.93e-01      4.34e-02    5.80e-02      5.04e-01    1.61e-01    1.7e-05
2205000      3.16e-01    1.28e-01      4.46e-02    2.00e-02      6.63e-02    2.01e-02    1.7e-05
2206000      3.34e-01    1.05e-01      1.21e-02    5.87e-04      7.79e-02    2.50e-02    1.7e-05
2207000      1.82e-01    3.02e-01      1.08e-02    5.31e-03      3.92e-02    7.17e-02    1.7e-05
2208000      4.70e-01    8.97e-01      5.38e-02    3.85e-03      1.03e-01    2.14e-01    1.7e-05
2209000      3.23e-01    1.45e-01      2.38e-02    1.64e-02      7.01e-02    3.00e-02    1.7e-05
2210000      5.48e-01    9.66e-02      5.63e-02    4.28e-03      1.24e-01    2.16e-02    1.6e-05
2211000      3.11e-01    1.77e-01      3.35e-02    6.65e-03      6.59e-02    4.03e-02    1.6e-05
2212000      3.62e-01    8.16e-02      4.84e-02    2.77e-03      7.68e-02    1.88e-02    1.6e-05
2213000      4.48e-01    2.58e-01      1.24e-02    1.18e-02      1.05e-01    5.72e-02    1.6e-05
2214000      3.03e-01    2.35e-01      3.68e-02    2.84e-02      6.08e-02    4.61e-02    1.6e-05
2215000      1.59e-01    2.16e-01      8.01e-03    4.12e-03      3.61e-02    5.14e-02    1.6e-05
2216000      2.44e-01    5.44e-01      2.30e-02    4.12e-02      5.16e-02    1.28e-01    1.6e-05
2217000      1.46e-01    6.16e-01      1.43e-02    1.66e-01      3.05e-02    9.64e-02    1.6e-05
2218000      1.43e-01    8.70e-01      1.10e-02    9.69e-02      3.12e-02    2.01e-01    1.6e-05
2219000      2.19e-01    4.10e-01      1.89e-02    5.55e-03      4.85e-02    9.80e-02    1.6e-05
2220000      1.70e-01    1.01e+00      3.88e-03    1.12e-01      3.99e-02    2.35e-01    1.6e-05
2221000      3.02e-01    1.51e-01      1.50e-02    4.02e-04      7.00e-02    3.64e-02    1.6e-05
2222000      2.27e-01    1.17e-01      3.52e-02    2.33e-03      4.55e-02    2.80e-02    1.6e-05
2223000      2.82e-01    8.92e-02      2.07e-02    4.86e-03      6.14e-02    1.93e-02    1.6e-05
2224000      4.83e-01    1.72e-01      2.96e-02    3.53e-03      1.11e-01    4.10e-02    1.6e-05
2225000      1.88e-01    3.61e-01      1.40e-02    1.65e-03      4.35e-02    8.75e-02    1.6e-05
2226000      1.25e-01    8.10e-02      1.22e-02    2.39e-03      2.19e-02    1.91e-02    1.6e-05
2227000      1.35e-01    1.53e-01      9.27e-03    2.43e-03      2.96e-02    3.68e-02    1.6e-05
2228000      1.55e-01    2.00e-01      1.07e-02    5.64e-04      3.53e-02    4.85e-02    1.6e-05
2229000      1.60e-01    1.34e-01      1.13e-02    6.48e-03      3.59e-02    2.98e-02    1.6e-05
2230000      2.63e-01    1.33e-01      2.68e-02    2.53e-03      5.61e-02    3.23e-02    1.6e-05
2231000      1.80e-01    1.30e-01      3.31e-02    3.26e-03      3.29e-02    3.11e-02    1.6e-05
2232000      2.75e-01    9.19e-02      5.77e-03    4.25e-03      6.60e-02    2.07e-02    1.6e-05
2233000      6.51e-01    6.36e-01      6.16e-02    2.61e-02      1.49e-01    1.54e-01    1.6e-05
2234000      3.83e-01    2.48e-01      2.23e-02    5.78e-03      8.80e-02    5.93e-02    1.6e-05
2235000      1.65e-01    1.00e-01      1.30e-02    4.52e-03      3.48e-02    2.29e-02    1.6e-05
2236000      1.65e-01    3.19e-01      7.60e-03    8.18e-03      3.95e-02    7.63e-02    1.6e-05
2237000      2.08e-01    6.99e-02      7.86e-03    2.06e-03      4.96e-02    1.66e-02    1.6e-05
2238000      4.50e-01    6.67e-01      5.01e-02    3.90e-02      9.59e-02    1.61e-01    1.6e-05
2239000      3.63e-01    2.70e-01      5.32e-02    3.25e-03      7.92e-02    6.57e-02    1.6e-05
2240000      2.73e-01    1.42e-01      1.04e-02    1.70e-03      6.44e-02    3.47e-02    1.6e-05
2241000      2.38e-01    7.58e-01      1.54e-02    2.22e-02      5.10e-02    1.86e-01    1.6e-05
2242000      2.88e-01    9.11e-02      3.06e-02    2.61e-03      6.31e-02    2.18e-02    1.6e-05
2243000      4.67e-01    3.73e-01      5.36e-02    8.84e-03      1.02e-01    8.99e-02    1.6e-05
2244000      1.87e-01    1.10e-01      1.30e-02    4.06e-03      4.24e-02    2.57e-02    1.6e-05
2245000      2.04e-01    7.12e-01      1.17e-02    8.44e-03      4.64e-02    1.76e-01    1.5e-05
2246000      2.47e-01    1.13e-01      1.20e-02    6.85e-04      5.94e-02    2.79e-02    1.5e-05
2247000      2.03e-01    1.64e-01      2.50e-02    1.53e-03      4.09e-02    4.03e-02    1.5e-05
2248000      1.58e-01    8.46e-02      1.37e-02    8.50e-04      3.55e-02    2.08e-02    1.5e-05
2249000      5.16e-01    1.15e-01      3.91e-02    6.97e-04      1.20e-01    2.83e-02    1.5e-05
2250000      3.16e-01    3.89e-01      2.28e-02    1.39e-01      7.20e-02    5.90e-02    1.5e-05
2251000      2.25e-01    1.89e-01      1.34e-02    2.68e-03      5.26e-02    4.67e-02    1.5e-05
2252000      3.91e-01    1.23e-01      2.84e-02    1.72e-03      9.08e-02    3.03e-02    1.5e-05
2253000      2.24e-01    2.05e-01      1.58e-02    7.31e-03      4.63e-02    5.01e-02    1.5e-05
2254000      1.37e-01    1.12e-01      1.13e-02    6.08e-03      2.94e-02    2.51e-02    1.5e-05
2255000      7.19e-01    2.19e-01      2.73e-02    2.98e-03      1.74e-01    5.40e-02    1.5e-05
2256000      2.75e-01    1.22e-01      1.18e-02    9.26e-03      6.60e-02    2.39e-02    1.5e-05
2257000      7.03e-01    8.87e-02      9.08e-02    1.26e-03      1.59e-01    2.19e-02    1.5e-05
2258000      2.53e-01    8.10e-02      1.39e-02    2.11e-03      5.93e-02    1.97e-02    1.5e-05
2259000      2.83e-01    3.66e-01      3.26e-02    2.09e-02      6.28e-02    8.79e-02    1.5e-05
2260000      2.20e-01    3.09e-01      2.61e-02    7.88e-03      4.34e-02    7.56e-02    1.5e-05
2261000      1.98e-01    2.35e-01      1.04e-02    3.15e-02      4.78e-02    4.72e-02    1.5e-05
2262000      1.44e-01    2.62e-01      4.00e-03    3.77e-02      3.52e-02    5.05e-02    1.5e-05
2263000      3.39e-01    7.37e-01      5.51e-02    4.80e-02      7.30e-02    1.82e-01    1.5e-05
2264000      5.54e-01    6.09e-01      6.24e-02    2.06e-02      1.27e-01    1.52e-01    1.5e-05
2265000      4.48e-01    2.42e-01      9.23e-03    1.91e-02      1.12e-01    5.87e-02    1.5e-05
2266000      4.50e-01    5.92e-01      6.24e-02    5.21e-02      1.04e-01    1.44e-01    1.5e-05
2267000      2.42e-01    1.21e-01      1.19e-02    4.08e-03      5.79e-02    3.00e-02    1.5e-05
2268000      2.74e-01    9.93e-02      1.84e-02    1.78e-04      6.44e-02    2.49e-02    1.5e-05
2269000      2.35e-01    3.60e-01      3.35e-02    3.07e-02      4.73e-02    8.43e-02    1.5e-05
2270000      1.43e-01    4.46e-01      7.94e-03    7.29e-02      3.18e-02    9.82e-02    1.5e-05
2271000      2.17e-01    3.74e-01      2.98e-02    1.47e-02      4.51e-02    9.39e-02    1.5e-05
2272000      3.54e-01    2.61e-01      3.87e-02    5.01e-03      8.18e-02    6.49e-02    1.5e-05
2273000      4.78e-01    6.22e-01      2.12e-02    2.35e-02      1.19e-01    1.56e-01    1.5e-05
2274000      2.57e-01    3.69e-01      7.99e-03    6.03e-02      6.41e-02    8.14e-02    1.5e-05
2275000      1.84e-01    1.06e-01      5.36e-03    3.90e-03      4.58e-02    2.57e-02    1.5e-05
2276000      2.17e-01    2.06e-01      2.26e-02    2.19e-03      4.48e-02    5.19e-02    1.5e-05
2277000      1.31e-01    5.72e-01      6.48e-03    9.67e-02      3.17e-02    1.18e-01    1.5e-05
2278000      1.47e-01    4.40e-01      1.45e-02    7.19e-02      3.39e-02    9.72e-02    1.5e-05
2279000      1.59e-01    5.63e-02      1.00e-02    1.60e-04      3.81e-02    1.43e-02    1.5e-05
2280000      3.21e-01    4.82e-01      1.24e-02    1.28e-01      7.98e-02    9.90e-02    1.4e-05
2281000      8.09e-01    1.05e-01      2.84e-01    5.84e-04      1.33e-01    2.66e-02    1.4e-05
2282000      1.27e-01    2.22e-01      5.42e-03    1.02e-02      3.14e-02    5.23e-02    1.4e-05
2283000      2.35e-01    2.77e-01      1.37e-02    1.31e-02      5.76e-02    6.47e-02    1.4e-05
2284000      1.57e-01    5.21e-01      7.37e-03    1.50e-01      3.79e-02    1.08e-01    1.4e-05
2285000      2.12e-01    7.05e-01      1.69e-02    3.35e-02      4.82e-02    1.79e-01    1.4e-05
2286000      2.20e-01    1.20e-01      3.09e-02    3.31e-03      5.17e-02    2.99e-02    1.4e-05
2287000      5.12e-01    2.22e-01      1.41e-02    1.35e-02      1.29e-01    4.88e-02    1.4e-05
2288000      1.96e-01    1.42e-01      1.68e-02    4.93e-03      4.41e-02    3.48e-02    1.4e-05
2289000      2.02e-01    2.03e-01      1.82e-02    2.76e-02      4.85e-02    3.89e-02    1.4e-05
2290000      2.61e-01    6.01e-02      1.96e-02    2.37e-03      6.42e-02    1.46e-02    1.4e-05
2291000      5.09e-01    7.50e-01      1.09e-01    3.09e-01      1.06e-01    1.10e-01    1.4e-05
2292000      2.00e-01    1.73e-01      8.14e-03    1.43e-03      5.03e-02    4.43e-02    1.4e-05
2293000      1.33e-01    8.11e-02      8.20e-03    2.80e-03      3.28e-02    2.00e-02    1.4e-05
2294000      1.81e-01    1.57e-01      1.48e-02    7.11e-03      4.01e-02    3.73e-02    1.4e-05
2295000      2.17e-01    4.57e-01      5.96e-03    4.48e-02      5.54e-02    1.07e-01    1.4e-05
2296000      2.11e-01    1.12e-01      1.75e-02    4.76e-03      4.99e-02    2.71e-02    1.4e-05
2297000      2.56e-01    2.61e-01      2.39e-02    1.39e-03      5.89e-02    6.72e-02    1.4e-05
